,Unnamed: 0,protein,ligand,type,value,unit,smiles
0,0,lps+nigericin j774a.1 il-1β,GFT505 (1),IC50,39.6,uM,CSc1ccc(C(=O)/C=C/c2cc(C)c(OC(C)(C)C(=O)O)c(C)c2)cc1
1,1,lps+nigericin j774a.1 il-1β,2,IC50,49.5,uM,COc1c(C)cc(/C=C/C(=O)c2ccc(SC)cc2)cc1C
2,2,lps+nigericin j774a.1 il-1β,3,IC50,5.7,uM,COc1c(C)cc(/C=C/C(=O)c2ccc(N)cc2)cc1C
3,3,lps+nigericin j774a.1 il-1β,4,IC50,25.9,uM,COc1c(C)cc(/C=C/C(=O)c2ccc(N(C)C)cc2)cc1C
4,4,lps+nigericin j774a.1 il-1β,5,IC50,33.2,uM,COc1c(C)cc(/C=C/C(=O)c2ccc(NC(=O)NC(C)C)cc2)cc1C
5,5,lps+nigericin j774a.1 il-1β,6,IC50,9.6,uM,CCCNC(=O)Nc1ccc(C(=O)/C=C/c2cc(C)c(OC)c(C)c2)cc1
6,6,lps+nigericin j774a.1 il-1β,7,IC50,23.5,uM,COc1c(C)cc(/C=C/C(=O)c2ccc(NC(=O)Nc3ccc(F)cc3)cc2)cc1C
7,7,lps+nigericin j774a.1 il-1β,8,IC50,38.7,uM,COc1c(C)cc(/C=C/C(=O)c2ccc(NC(=O)Nc3ccc(C)cc3)cc2)cc1C
8,8,lps+nigericin j774a.1 il-1β,9,IC50,>40.0,uM,CSc1ccc(C(=O)/C=C/c2cc(C)c(OCC(=O)O)c(C)c2)cc1
10,10,lps+nigericin j774a.1 il-1β,11,IC50,31.7,uM,CCC(Oc1c(C)cc(/C=C/C(=O)c2ccc(SC)cc2)cc1C)C(=O)O
11,11,lps+nigericin j774a.1 il-1β,12,IC50,>40.0,uM,C=C(COc1c(C)cc(/C=C/C(=O)c2ccc(SC)cc2)cc1C)C(=O)O
12,12,lps+nigericin j774a.1 il-1β,13,IC50,28.9,uM,CSc1ccc(C(=O)/C=C/c2cc(C)c(OCCCCC(=O)O)c(C)c2)cc1
13,13,lps+nigericin j774a.1 il-1β,14,IC50,22.3,uM,C=CCNC(=O)Oc1c(C)cc(/C=C/C(=O)c2ccc(SC)cc2)cc1C
14,14,lps+nigericin j774a.1 il-1β,15,IC50,21.9,uM,CSc1ccc(C(=O)/C=C/c2cc(C)c(OCCCN3CCOCC3)c(C)c2)cc1
16,16,lps+nigericin j774a.1 il-1β,17,IC50,2.1,uM,CSc1ccc(C(=O)/C=C/c2cc(C)c(O)c(C)c2)cc1
29,29,lps+nigericin j774a.1 il-1β,30,IC50,12.3,uM,Cc1cc(/C=C/C(=O)c2ccc(F)cc2)cc(C)c1O
30,30,lps+nigericin j774a.1 il-1β,31,IC50,3.9,uM,Cc1cc(/C=C/C(=O)c2ccc(Cl)cc2)cc(C)c1O
31,31,lps+nigericin j774a.1 il-1β,32,IC50,28.6,uM,Cc1cc(/C=C/C(=O)c2ccc(I)cc2)cc(C)c1O
32,32,lps+nigericin j774a.1 il-1β,33,IC50,10.6,uM,Cc1cc(/C=C/C(=O)c2ccc(S(C)=O)cc2)cc(C)c1O
33,33,lps+nigericin j774a.1 il-1β,34,IC50,12.9,uM,Cc1cc(/C=C/C(=O)c2ccc(S(C)(=O)=O)cc2)cc(C)c1O
34,34,lps+nigericin j774a.1 il-1β,35,IC50,29.4,uM,Cc1cc(/C=C/C(=O)c2ccc(-c3ccccc3)cc2)cc(C)c1O
35,35,lps+nigericin j774a.1 il-1β,36,IC50,>40.0,uM,Cc1cc(/C=C/C(=O)c2ccc(-c3cccs3)cc2)cc(C)c1O
36,36,lps+nigericin j774a.1 il-1β,37,IC50,>40.0,uM,Cc1ccc(-c2ccc(C(=O)/C=C/c3cc(C)c(O)c(C)c3)cc2)s1
37,37,lps+nigericin j774a.1 il-1β,38,IC50,5,uM,Cc1cc(/C=C/C(=O)c2ccc(NS(=O)(=O)c3ccc(F)cc3)cc2)cc(C)c1O
38,38,lps+nigericin j774a.1 il-1β,39,IC50,3.4,uM,Cc1cc(/C=C/C(=O)c2ccc(NS(=O)(=O)NC(C)C)cc2)cc(C)c1O
39,39,lps+nigericin j774a.1 il-1β,40,IC50,1.3,uM,C=CC(=O)Nc1ccc(C(=O)/C=C/c2cc(C)c(O)c(C)c2)cc1
0,0, lps-nigericin bmdms il-1β,1,IC50,6.39,uM,O=C(O)c1ccc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1
0,0,lps+atp bmdms il-1β,4b,IC50,0.23,nM,Cc1cc(C)cc(NC(=O)NS(=O)(=O)c2cc(C(C)(C)O)co2)c1
1,1,lps+atp bmdms il-1β,MCC950,IC50,0.39,nM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1
0,0,lps+msu thp-1 il-1β,7,IC50,24,nM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1nccs1
1,1,lps+nigericin thp-1 il-1β,7,IC50,26,nM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1nccs1
3,3,lps+atp thp-1 il-1β,2,IC50,208,nM,CC(C)(O)c1coc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1
4,4,lps+atp thp-1 il-1β,3,IC50,70,nM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1cccs1
5,5,lps+atp thp-1 il-1β,4,IC50,96,nM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1ccsc1
6,6,lps+atp thp-1 il-1β,5,IC50,164,nM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1ccncc1
7,7,lps+atp thp-1 il-1β,6,IC50,1000,nM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1ccccn1
8,8,lps+atp thp-1 il-1β,7,IC50,35,nM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1nccs1
9,9,lps+atp thp-1 il-1β,8,IC50,76,nM,Cc1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1
10,10,lps+atp thp-1 il-1β,9,IC50,1061,nM,Cc1cnc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)s1
11,11,lps+atp thp-1 il-1β,10,IC50,126,nM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1cncs1
12,12,lps+atp thp-1 il-1β,11,IC50,369,nM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1cscn1
13,13,lps+atp thp-1 il-1β,12,IC50,142,nM,CC(C)(O)c1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1
14,14,lps+atp thp-1 il-1β,13,IC50,306,nM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1nc(CO)cs1
15,15,lps+atp thp-1 il-1β,14,IC50,93,nM,CCSCc1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1
16,16,lps+atp thp-1 il-1β,15,IC50,243,nM,CCS(=O)Cc1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1
17,17,lps+atp thp-1 il-1β,16,IC50,79,nM,CCS(=O)(=O)Cc1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1
18,18,lps+atp thp-1 il-1β,17,IC50,344,nM,CN(C)C(=O)c1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1
19,19,lps+atp thp-1 il-1β,18,IC50,> 1000,nM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1nc2ccccc2s1
20,21,lps+atp thp-1 il-1β,19,IC50,294,nM,Cc1c2c(c(NC(=O)NS(=O)(=O)/C=C/c3nccs3)c3c1CCC3)CCC2
21,22,lps+atp thp-1 il-1β,20,IC50,> 1000,nM,O=C(Nc1c2c(cc3c1OCC3)OCC2)NS(=O)(=O)/C=C/c1nccs1
22,23,lps+atp thp-1 il-1β,21,IC50,> 1000,nM,CC(C)c1cccc(C(C)C)c1NC(=O)NS(=O)(=O)/C=C/c1nccs1
23,24,lps+atp thp-1 il-1β,22,IC50,> 1000,nM,COc1cccc(OC)c1NC(=O)NS(=O)(=O)/C=C/c1nccs1
24,25,lps+atp thp-1 il-1β,23,IC50,> 1000,nM,O=C(Nc1c(F)cccc1C(F)(F)F)NS(=O)(=O)/C=C/c1nccs1
25,26,lps+atp thp-1 il-1β,24,IC50,> 1000,nM,O=C(Nc1cc(C(F)(F)F)ccc1C(F)(F)F)NS(=O)(=O)/C=C/c1nccs1
26,27,lps+atp thp-1 il-1β,25,IC50,> 1000,nM,O=C(Nc1ccccc1C(F)(F)F)NS(=O)(=O)/C=C/c1nccs1
27,28,lps+atp thp-1 il-1β,26,IC50,> 1000,nM,Cc1cc(C)c(C)c(NC(=O)NS(=O)(=O)/C=C/c2nccs2)c1C
0,0,lps+atp thp-1 il-1β,MCC950,IC50,8.1,nM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1
1,1,lps+atp bmdm il-1β,6c,IC50,6.88,nM,CC(C)[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)Nc1c2c(cc3c1CCC3)CCC2
2,2,lps+atp bmdm il-1β,7n,IC50,19.9,nM,Nc1ccc(S(=O)(=O)N2Cc3ccccc3C[C@H]2C(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1
4,4,lps+atp thp-1 il-1β,6c,IC50,7.47,nM,CC(C)[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)Nc1c2c(cc3c1CCC3)CCC2
5,5,lps+atp thp-1 il-1β,7n,IC50,5.36,nM,Nc1ccc(S(=O)(=O)N2Cc3ccccc3C[C@H]2C(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1
0,0,nlrp3 inflammasome,MCC950,IC50,7.5,nM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1
1,1,nlrp3 inflammasome,Major metabolite (2a),IC50,1238,nM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CC[C@H]4O)CCC3)c1
2,2,lps+atp bmdms il-1β,MCC950,IC50,7.5,nM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1
3,3,lps+atp bmdms il-1β,1,IC50,232,nM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2C(O)CC4)CCC3)c1
4,4,lps+atp bmdms il-1β,2,IC50,1971,nM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4O)CCC3)c1
5,5,lps+atp bmdms il-1β,2a,IC50,1238,nM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CC[C@H]4O)CCC3)c1
6,6,lps+atp bmdms il-1β,2b,IC50,6352,nM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CC[C@@H]4O)CCC3)c1
7,7,lps+atp bmdms il-1β,3,IC50,1828,nM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CC(O)C4)CCC3)c1
0,0,lps+nigericin hpbmcs il-1β,1,IC50,0.029,uM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1
1,1,lps+nigericin hpbmcs il-1β,2,IC50,0.44,uM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccco1
2,2,lps+nigericin hpbmcs il-1β,3,IC50,1.79,uM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccccc1
3,3,lps+nigericin hpbmcs il-1β,4,IC50,1.33,uM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccccn1
4,4,lps+nigericin hpbmcs il-1β,5,IC50,1.08,uM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cccnc1
5,5,lps+nigericin hpbmcs il-1β,6,IC50,1.54,uM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccncc1
6,6,lps+nigericin hpbmcs il-1β,7,IC50,0.96,uM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnccn1
7,7,lps+nigericin hpbmcs il-1β,8,IC50,3.66,uM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1nccs1
8,8,lps+nigericin hpbmcs il-1β,9,IC50,0.43,uM,Cc1ncc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)s1
9,9,lps+nigericin hpbmcs il-1β,10,IC50,2.31,uM,Cc1nc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cn1C
10,10,lps+nigericin hpbmcs il-1β,11,IC50,2.55,uM,Cn1nccc1S(=O)(=O)NC(=O)Nc1c2c(cc3c1CCC3)CCC2
11,11,lps+nigericin hpbmcs il-1β,12,IC50,0.34,uM,Cn1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1
12,12,lps+nigericin hpbmcs il-1β,13,IC50,0.21,uM,Cn1cc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cn1
13,13,lps+nigericin hpbmcs il-1β,14,IC50,0.086,uM,CC(C)n1cc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cn1
14,14,lps+nigericin hpbmcs il-1β,15,IC50,2.57,uM,Cc1c(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cnn1C
15,15,lps+nigericin hpbmcs il-1β,16,IC50,0.41,uM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2c1CCCC2
16,16,lps+nigericin hpbmcs il-1β,17,IC50,0.063 ± 0.042,uM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2c1OCCC2
17,17,lps+nigericin hpbmcs il-1β,18,IC50,0.43,uM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2cccnc12
18,18,lps+nigericin hpbmcs il-1β,19,IC50,6.2,uM,CN1CCn2ncc(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)c2C1=O
19,19,nlrp3,17,IC50,1.21 ± 1.34,uM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2c1OCCC2
20,20,nlrp3,17,IC90,6.49 ± 6.48,uM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2c1OCCC2
21,21,nlrp3,1,IC50,1.58 ± 1.27,uM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1
22,22,nlrp3,1,IC90,7.24 ± 5.13,uM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1
23,23,lps+nigericin hpbmc il-1β,17,IC50,0.063,uM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2c1OCCC2
24,24,lps+nigericin hwb il-1β,17,IC50,1.21,uM,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2c1OCCC2
25,25,lps+nigericin hpbmcs il-1β,GDC-2394 (20),IC50,0.0054,uM,CNC1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
26,26,lps+nigericin hpbmcs il-1β,R-20,IC50,1.4,uM,CNC1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
27,27,lps+nigericin hpbmcs il-1β,21,IC50,0.013,uM,CN(C)C1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
28,28,lps+nigericin hpbmcs il-1β,22,IC50,0.012,uM,COC1CN(C2COc3c(S(=O)(=O)NC(=O)Nc4c5c(cc6c4CCC6)CCC5)cnn3C2)C1
29,29,lps+nigericin hpbmcs il-1β,23,IC50,2.4,uM,CN(C)CC1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
30,30,lps+nigericin hpbmc il-1β,GDC-2394 (20),IC50,0.0054,uM,CNC1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
31,31,lps+nigericin hwb il-1β,GDC-2394 (20),IC50,0.4,uM,CNC1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
32,32,lps+atp human wb il-1β,GDC-2394,IC50,0.4,uM,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
33,33,lps+atp mouse wb il-1β,GDC-2394,IC50,0.1,uM,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
34,34,lps+msu human wb il-1β,GDC-2394,IC50,0.38,uM,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
35,35,lps+chc human wb il-1β,GDC-2394,IC50,0.49,uM,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
36,36,lps+cppd human wb il-1β,GDC-2394,IC50,0.29,uM,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
37,37,lps+atp human monocyte-derived macrophages il-1β,GDC-2394,IC50,0.016,uM,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
38,38,lps+chc human monocyte-derived macrophages il-1β,GDC-2394,IC50,0.017,uM,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
1,1,lps+atp raw264.7 no,DAG,IC50,9.191,uM,CC1(C)C(=O)C=C[C@]2(C)[C@H]3CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@H]5O[C@]54[C@]3(C)[C@H](O)C[C@@H]12
2,2,lps+atp raw264.7 no,DOG,IC50,9.463,uM,CC1(C)C(=O)C=C[C@]2(C)[C@H]3CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@H]5O[C@]54[C@]3(C)C(=O)C[C@@H]12
0,0,lps+atp bmdm il-1β,Glyburide,IC50,20,uM,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
1,1,lps+nigericin pbmc il-1β,Glyburide,IC50,9.8,uM,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
2,2,lps+atp bmdm il-1β,"CRID3 (MCC950, CP-456773)",IC50,7.5,nM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1
3,3,lps+nigericin pbmc il-1β,"CRID3 (MCC950, CP-456773)",IC50,35,nM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1
4,4,lps+atp thp-1 il-1β,Cpd 15 (ZY19800),IC50,7,nM,Cc1ccc([SH](=O)(NC#N)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1
5,5,lps+atp pbmc il-1β,Cpd 44,IC50,36,nM,CCOC(=O)[C@@H](Cc1ncccn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2
6,6,lps+atp pbmc il-1β,Cpd 45,IC50,30,nM,CCOC(=O)[C@@H](Cc1cnccn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2
7,7,lps+atp pbmc il-1β,NDT-30805,IC50,13,nM,S=c1cc(Cc2ccccn2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12
8,8,lps+atp bmdm il-1β,Cpd 4b,IC50,~30,nM,Cc1cc(C)cc(NC(=O)NS(=O)(=O)c2cc(C(C)(C)O)co2)c1
10,10,lps+atp bmdm il-1β,Cpd 8b,IC50,15,nM,Nc1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1
11,11,lps+atp j774a.1 il-1β,JC121,IC50,3.25,uM,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(N)(=O)=O)cc1
12,12,lps+atp j774a.1 il-1β,JC124,IC50,3.25,uM,CNS(=O)(=O)c1ccc(CCNC(=O)c2cc(Cl)ccc2OC)cc1
13,13,lps+atp j774a.1 il-1β,JC171,IC50,8.45,uM,O=C1c2cc(Cl)ccc2OCN1CCc1ccc(S(=O)(=O)NO)cc1
14,14,lps+atp bmdm il-1β,Cpd 14,IC50,0.12,uM,CCCCN(CCCC)S(=O)(=O)C1C=CC(CCNC(=O)c2cc(Cl)ccc2OC)=CC1
15,15,lps+atp bmdm il-1β,Cpd 17,IC50,0.36,uM,COc1ccc(CNS(=O)(=O)c2ccc(CCNC(=O)c3cc(Cl)ccc3OC)cc2)cc1
16,16,lps+atp j774a.1 il-1β,YQ128,IC50,0.3,uM,C#CCNS(=O)(=O)c1ccc(CCN(Cc2cc(Cl)ccc2OCCC)C(=O)Cc2ccsc2)cc1
17,17,lps+atp j774a.1 il-1β,Cpd 19,IC50,0.12,uM,C#CNS(=O)(=O)c1ccc(CCN(Cc2cc(Cl)ccc2OCCC)C(=O)c2ccc(F)cc2)cc1
18,18,lps+nigericin bmdm il-1β,Tranilast,IC50,25,uM,COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC
19,19,lps+nigericin bmdm il-1β,RRx-001,IC50,117,nM,O=C(CBr)N1CC([N+](=O)[O-])([N+](=O)[O-])C1
20,20,lps+nigericin bmdm il-1β,CY-09,IC50,5,uM,O=C(O)c1ccc(/C=C2\SC(=S)N(Cc3cccc(C(F)(F)F)c3)C2=O)cc1
22,22,lps+atp thp-1 il-1β,Compound E6,IC50,0.45,uM,C=C1C(=O)[C@@]23C(CC[C@@H]1[C@H]2OC(=O)Nc1cccc(Cl)c1)[C@@]12CO[C@@]3(O)[C@@H](O)[C@@H]1[C@](C)(O)CCC2=O
0,0,lps+atp bmdm il-1β,B3,IC50,131.33,nM,C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@]12C=CCC(C)(C)[C@H]1[C@H](O)[C@]3(O)OC2
1,1,lps+atp bmdm il-1β,Ori,IC50,1240.67,nM,C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@@]12CO[C@@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O
2,2,lps+atp bmdm il-1β,MCC950,IC50,7.86,nM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1
3,3,lps+atp bmdm il-1β,D2,IC50,88.57,nM,C=C1C(=O)[C@]23[C@H](OC(=O)Nc4ccccc4Cl)[C@H]1CC[C@H]2[C@]12C=CCC(C)(C)[C@H]1[C@H](O)[C@]3(O)OC2
4,4,lps+atp bmdm il-1β,D4,IC50,80.84,nM,C=C1C(=O)[C@]23[C@H](OC(=O)Nc4cccc(Cl)c4)[C@H]1CC[C@H]2[C@]12C=CCC(C)(C)[C@H]1[C@H](O)[C@]3(O)OC2
5,5,lps+atp bmdm il-1β,D6,IC50,41.79,nM,C=C1C(=O)[C@]23[C@H](OC(=O)Nc4ccc(F)cc4)[C@H]1CC[C@H]2[C@]12C=CCC(C)(C)[C@H]1[C@H](O)[C@]3(O)OC2
6,6,lps+atp bmdm il-1β,D11,IC50,177.63,nM,C=C1C(=O)[C@]23[C@H](OC(=O)NC4CCCC4)[C@H]1CC[C@H]2[C@]12C=CCC(C)(C)[C@H]1[C@H](O)[C@]3(O)OC2
7,7,lps+atp bmdm il-1β,D12,IC50,134.53,nM,C=C1C(=O)[C@]23[C@H](OC(=O)NC4CCCCC4)[C@H]1CC[C@H]2[C@]12C=CCC(C)(C)[C@H]1[C@H](O)[C@]3(O)OC2
8,8,lps+atp bmdm il-1β,D13,IC50,74.95,nM,C=C1C(=O)[C@]23[C@H](OC(=O)Nc4cccc5ccccc45)[C@H]1CC[C@H]2[C@]12C=CCC(C)(C)[C@H]1[C@H](O)[C@]3(O)OC2
9,11,nlrp3,D6,Kd,5.17E-07,M,C=C1C(=O)[C@]23[C@H](OC(=O)Nc4ccc(F)cc4)[C@H]1CC[C@H]2[C@]12C=CCC(C)(C)[C@H]1[C@H](O)[C@]3(O)OC2
14,16,nlrp3 inflammasome,5,IC50,>1,uM,c1ccccc1
15,17,nlrp3 inflammasome,6,IC50,>1,uM,CC.c1ccccc1
24,26,nlrp3 inflammasome,15,IC50,6.8,nM,Cc1ccc(S(=O)(=NC#N)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1
34,36,il-1β,15,IC50,6.8,nM,Cc1ccc(S(=O)(=NC#N)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1
35,37,il-1β,29,IC50,5.3,nM,Cc1ccc(S(=O)(=NC#N)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1F
36,38,il-1β,30,IC50,34,nM,Cc1ccc(S(=O)(=NC#N)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1
37,39,il-1β,31,IC50,11.7,nM,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1cccc(C#N)c1
38,40,il-1β,32,IC50,110,nM,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccncc1
39,41,il-1β,33,IC50,36.3,nM,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)C1=CCC=NC1
40,42,il-1β,34,IC50,23,nM,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccccn1
41,43,tnf-α,15,IC50,10,uM,Cc1ccc(S(=O)(=NC#N)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1
43,45,tnf-α,29,IC50,10,uM,Cc1ccc(S(=O)(=NC#N)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1F
45,47,tnf-α,31,IC50,10,uM,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1cccc(C#N)c1
46,48,tnf-α,32,IC50,10,uM,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccncc1
47,49,tnf-α,33,IC50,10,uM,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)C1=CCC=NC1
48,50,tnf-α,34,IC50,10,uM,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccccn1
49,51,nlrp3 inflammasome,15,IC50,7,nM,Cc1ccc(S(=O)(=NC#N)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1
0,0,lps+atp thp-m il-1β,Compound 6,IC50,7.8,uM,CC(=O)c1ccc(S(=O)(=O)N(c2ccc3c(c2)N(S(C)(=O)=O)CCC3)S(=O)(=O)c2ccc(C(C)=O)cc2)cc1
